path,sha256,kind,added,deleted,binary,bytes,role,why,decision
apps/backend/src/wiring/config.rs,4b3b41910e78ce289f91454fc5b37a23521594061b9d5fe20d7a2db4e7ba2c2c,code,62,0,False,7739,增加模型、调用预算、快照大小、截图理解开关和文件目录配置,外部能力和资源上限不能散落硬编码；密钥用文件提供,保留并改进：需增加任务总耗时/实际用量观测；不能把256次上限当可接受时长
apps/backend/src/wiring/lifecycle.rs,4d669ac7ad2204727fad5d74e0b975d30abe2099a7c241af64633ced86107172,code,66,0,False,3572,增加结构、证据、维护worker运行循环和关闭处理,后台任务持续领取、失败后退让、退出时停止，需要独立于HTTP生命周期,调整：三个类似循环可共享少量生命周期辅助，避免做通用调度框架
apps/backend/src/wiring/mod.rs,21e34e6ab779b42704e82c69cdcf0ebac4d98202003b81e2dc03eb0929ca6b88,code,8,1,False,801,导出新的装配/生命周期入口,bin入口只引用明确公共接口,保留：只是模块注册，不是独立业务功能
contracts/capture/asset.schema.json,b189a81dc4a5d155a6368ddb7bd12df676a905f8ed07e91f371085afe510de3d,contract-artifact,37,0,False,631,独立资产上传/复用回执,从Rust DTO生成；为独立资产上传/复用回执提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/batch.schema.json,6a056ff3e35480c65ceef1d1353f9ba5c4474904a553b2e2cf6ccdf70bc1be76,contract-artifact,93,0,False,1736,v3项目/环境/producer批次信封,从Rust DTO生成；为v3项目/环境/producer批次信封提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/behavior.md,80f133fa2e06fa5dadece87d79d57295917f7be6d6b07ab431095c5e63a1b407,contract-artifact,15,0,False,3827,该合同包无法仅靠Schema表达的行为规则,说明幂等/权限/兼容/状态解释，避免accepted被当成新接口,保留：人工维护的协议语义
contracts/capture/capabilities.schema.json,c880f2d08a9de4a4bdca670bc643c67ce67665182e5ba30f2b0c508b357c9a7b,contract-artifact,123,0,False,2551,版本/大小/并发/资产能力声明,从Rust DTO生成；为版本/大小/并发/资产能力声明提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/context.schema.json,faa68dd2b3b3df16539de4cfb399f19504574f3a9dd903f022c5483514350923,contract-artifact,64,0,False,1197,浏览器/页面/frame/view/事件顺序和时间上下文,从Rust DTO生成；为浏览器/页面/frame/view/事件顺序和时间上下文提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/evidence-page.schema.json,bb354de2938b4db2b9791db1d9997af54aa31e72ea79cb4cc0823f230e34f1e2,contract-artifact,86,0,False,1630,证据分页列表,从Rust DTO生成；为证据分页列表提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/evidence.schema.json,462a0223dd54bb1596de047a7170f74857c9f8dceadae3cad23659ce13c1a0be,contract-artifact,53,0,False,913,单项证据事实、样例引用和计数,从Rust DTO生成；为单项证据事实、样例引用和计数提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/image-reference.schema.json,67583be2db2c7036c89203b030634a5e87e587a3aa9366e6d8a8c89b06a39a8d,contract-artifact,51,0,False,964,截图资产ID、视口与完整性,从Rust DTO生成；为截图资产ID、视口与完整性提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/interaction.schema.json,32a91ebca8786002ee758da6b84e0ad148b02c24a8207c8bd944c6dd304403dc,contract-artifact,172,0,False,3233,点击/选择/提交及目标控件,从Rust DTO生成；为点击/选择/提交及目标控件提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/manifest.json,4e8b5314ca62d8cdd827b3072cc0465c2b6ed926add570337aab81e6a4d69f45,contract-artifact,21,0,False,1524,该合同包的版本和文件SHA清单,让跨仓库同步能检测错版/漏同步/改内容不升版,保留：合同治理必要的机器清单
contracts/capture/observation.schema.json,29d4fafed323411db77ef662e2f63ed82273143925933cf0c1ffd00e6ab07797,contract-artifact,152,0,False,2932,可靠收讫后的结构/证据分别处理状态,从Rust DTO生成；为可靠收讫后的结构/证据分别处理状态提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/page-context.schema.json,6db4a94f189d3aae5cb2b352f8b3ebebb537bf3d88620e95689ec7b0a08dea43,contract-artifact,43,0,False,721,页面地址/标题/面包屑和覆盖缺口,从Rust DTO生成；为页面地址/标题/面包屑和覆盖缺口提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/receipt.schema.json,bfe69db45ca408e4a297049d10d6cd21f1260a3759d8172f05dcf9abf816458c,contract-artifact,115,0,False,2140,v3逐记录accepted/replayed/rejected回执,从Rust DTO生成；为v3逐记录accepted/replayed/rejected回执提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/record.schema.json,96b64aa98d6a63bdec1725b204811c87094e3cfdad6e39fc0c2f6ea2c3762bae,contract-artifact,703,0,False,14296,多种记录payload联合与公共元信息,从Rust DTO生成；为多种记录payload联合与公共元信息提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/capture/types.generated.ts,64458572c8c8b8f7af91bfead800e016c8ef317058874ac67cfe63d0926c35df,contract-artifact,34,0,False,5121,该合同包的TypeScript类型,由Schema自动生成，插件/前端复制同版类型；静态类型不替代运行时校验,保留分发物：只改源合同后重生成
contracts/capture/ui-snapshot.schema.json,501e1f7f5355e166ec227d2986e60c65e15b3beed7bcfb023e4a736a264102e9,contract-artifact,163,0,False,3073,元素快照、值/标签/选项与完整性,从Rust DTO生成；为元素快照、值/标签/选项与完整性提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/activation.schema.json,2cf909c313b119634d8a2f1ef87c3227c6936e40cfef0c3ba2376efdfca2e7e2,contract-artifact,30,0,False,517,旧目录发布/回退幂等结果与代次,从Rust DTO生成；为旧目录发布/回退幂等结果与代次提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/behavior.md,bada03e3a12fee21291846edb28092dca9e0412924b49e2774160c7f73116047,contract-artifact,27,0,False,7679,该合同包无法仅靠Schema表达的行为规则,说明幂等/权限/兼容/状态解释，避免accepted被当成新接口,保留：人工维护的协议语义
contracts/catalog-preview/candidate.schema.json,71eb083c75e58fa59743ddac0bed5732178fab8f3f3e181e3cbfa216a044fb5c,contract-artifact,114,0,False,2308,目录节点/接口归属/展示合并组,从Rust DTO生成；为目录节点/接口归属/展示合并组提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/detail.schema.json,766154240f6026f28adf32ac5ff07dfbb305b8dd9e0d23c471fa36003e920706,contract-artifact,501,0,False,10540,候选任务详情与是否已发布,从Rust DTO生成；为候选任务详情与是否已发布提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/manifest.json,88e7370924bf82a9a3db4f1ba3bc7cf1fb68016d5a86aadd388b6981d30fbd8d,contract-artifact,19,0,False,1376,该合同包的版本和文件SHA清单,让跨仓库同步能检测错版/漏同步/改内容不升版,保留：合同治理必要的机器清单
contracts/catalog-preview/official-interfaces.schema.json,33c61fffe9600a66dada37636fbec7f314ec3fd1f120d29448f6e0546063d991,contract-artifact,93,0,False,1805,正式目录接口分页及环境定义,从Rust DTO生成；为正式目录接口分页及环境定义提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/official.schema.json,9b0e933f2cfae27b7314f2205851169ebe42501b58a375fbeedb6fcdfb6c19d0,contract-artifact,135,0,False,2573,正式树、固定待分类及来源版本,从Rust DTO生成；为正式树、固定待分类及来源版本提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/page.schema.json,50f2de7de772fbdde249485efc2a3f81b1032f4c4e7744a8c75a8a7a5d4d9a33,contract-artifact,99,0,False,1992,旧候选任务分页,从Rust DTO生成；为旧候选任务分页提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/prompt.txt,bed74da48bae90620729dfc68d7ed5e19607e317c36a2c0e640bcd49d5eba441,contract-artifact,8,0,False,2560,旧目录模型的外置提示词,限定候选树和来源，不给模型发布权限,兼容保留：旧模型路径停止扩展
contracts/catalog-preview/publish.schema.json,f556afb27026635b8adbb9b1954ce21b41b0b105f52d71ea894a538acfb358c6,contract-artifact,25,0,False,478,旧目录发布请求及期望代次,从Rust DTO生成；为旧目录发布请求及期望代次提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/restore.schema.json,ddc3bfd5a876b376c8738033f6b21337f443f3ea93b68ffda425e42874780c93,contract-artifact,30,0,False,615,旧目录回退目标与幂等请求,从Rust DTO生成；为旧目录回退目标与幂等请求提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/snapshot.schema.json,e5356f43aa3bfb4a6c4498cd5be1ec12b74050a3a186a7bbe10006f8f7005f15,contract-artifact,142,0,False,2834,旧候选所依据的接口与环境定义快照,从Rust DTO生成；为旧候选所依据的接口与环境定义快照提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/task.schema.json,1bfed4248f8572bb44d233b39291028366d0eb20283e329235d63a68568e8c16,contract-artifact,485,0,False,9906,旧候选生命周期、候选/评估/生成器信息,从Rust DTO生成；为旧候选生命周期、候选/评估/生成器信息提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/catalog-preview/types.generated.ts,74f928e51615d7483b2233e1548608308606cec447dddf4b79a0e6faf5648975,contract-artifact,31,0,False,4511,该合同包的TypeScript类型,由Schema自动生成，插件/前端复制同版类型；静态类型不替代运行时校验,保留分发物：只改源合同后重生成
contracts/catalog-preview/versions.schema.json,52e4f12e2f8c0736d97bdefb54688b8f73cbb430e12f69acf7fb23b9b03373f2,contract-artifact,74,0,False,1370,目录历史版本分页,从Rust DTO生成；为目录历史版本分页提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/documents/behavior.md,a4a462450ed731103c5a602326c7c21bf038d52f80d6d84d0072fb9a8b85fd15,contract-artifact,25,0,False,5387,该合同包无法仅靠Schema表达的行为规则,说明幂等/权限/兼容/状态解释，避免accepted被当成新接口,保留：人工维护的协议语义
contracts/documents/manifest.json,5ce66cf2d7d358bb123554d2a33c7122714c31b25e3055930d6671d135a7e611,contract-artifact,8,0,False,321,该合同包的版本和文件SHA清单,让跨仓库同步能检测错版/漏同步/改内容不升版,保留：合同治理必要的机器清单
contracts/documents/responses.schema.json,825daabd703d5d4e41f71507ab9e33d9cd5c5535c80046270acd2b70db83f49e,contract-artifact,587,0,False,13889,观测接口列表/详情/历史/原文响应集合,Schema作为权威源维护；为观测接口列表/详情/历史/原文响应集合提供运行时类型校验，前后端不靠手写猜字段,保留权威Schema：不能笼统算作生成代码
contracts/documents/types.generated.ts,5203e3ab2b06d06cc5a8ee0db88f75e7384c15f9cab346a20fa8f906edf119a3,contract-artifact,8,0,False,2449,该合同包的TypeScript类型,由Schema自动生成，插件/前端复制同版类型；静态类型不替代运行时校验,保留分发物：只改源合同后重生成
contracts/ingestion/batch.schema.json,db86248340cd6d9ad121641ff2ba3292b2d1e05032421c4653fdf363dbff3f61,contract-artifact,321,0,False,6821,v2完整HTTP批次与结构payload,Schema作为权威源维护；为v2完整HTTP批次与结构payload提供运行时类型校验，前后端不靠手写猜字段,保留权威Schema：不能笼统算作生成代码
contracts/ingestion/behavior.md,6264298e8fa2fc8db3a0ebd1bbbec69840c53d4f5bbb84b720f3ddd3ec75983d,contract-artifact,29,0,False,10097,该合同包无法仅靠Schema表达的行为规则,说明幂等/权限/兼容/状态解释，避免accepted被当成新接口,保留：人工维护的协议语义
contracts/ingestion/capabilities.schema.json,c17a2e08f59de27c63edb45a4f5e3f99b216cd86f37b0f0e3dec2471314a9d60,contract-artifact,47,0,False,868,v1/v2接收版本和资源限制,Schema作为权威源维护；为v1/v2接收版本和资源限制提供运行时类型校验，前后端不靠手写猜字段,保留权威Schema：不能笼统算作生成代码
contracts/ingestion/envelope.schema.json,d24bb659a25a0a8d1cfa8e71ef9f339d3e9e00200aa7f5e1f199f875048abd7a,contract-artifact,87,0,False,1758,先校验公共信封再逐记录返回错误的浅层结构,Schema作为权威源维护；为先校验公共信封再逐记录返回错误的浅层结构提供运行时类型校验，前后端不靠手写猜字段；浅信封与完整batch用途不同，允许逐条拒绝而不整批失败,保留权威Schema：不能笼统算作生成代码
contracts/ingestion/environment-page.schema.json,db0129fc66ed161c01a941ef7b2d68a6c74d875f25b40f25c11d7eb1ee398f2c,contract-artifact,50,0,False,1011,项目环境分页,Schema作为权威源维护；为项目环境分页提供运行时类型校验，前后端不靠手写猜字段,保留权威Schema：不能笼统算作生成代码
contracts/ingestion/environment-write.schema.json,c700bdc5f958331dd3f790c50f9e764c95e68a8079be79fa9bf2a6ebbfd88fd5,contract-artifact,16,0,False,326,新建/改名环境的名称请求,Schema作为权威源维护；为新建/改名环境的名称请求提供运行时类型校验，前后端不靠手写猜字段,保留权威Schema：不能笼统算作生成代码
contracts/ingestion/environment.schema.json,727efa9ae90a228f91713e03a7fc1d48d1daf80fd10039dee00ffe1c7ba8ea34,contract-artifact,21,0,False,402,项目环境ID与名称,Schema作为权威源维护；为项目环境ID与名称提供运行时类型校验，前后端不靠手写猜字段,保留权威Schema：不能笼统算作生成代码
contracts/ingestion/fixtures/http-batch.json,bbf49180880a5a0e09eb88c590b5b2edd24d83d6bcd0b5a98f21643b0aa3a8b6,contract-artifact,73,0,False,1911,该协议版本的合法HTTP采集样例,跨仓库联调用稳定样例验证，不用真实密钥/业务载荷,保留：旧样例不能覆盖改写
contracts/ingestion/legacy/v1/batch.schema.json,749c4d13d0de098e457e832385e6d314e2a14e745722457b01207e3b600641f4,contract-artifact,328,0,False,6985,旧v1冻结兼容：v2完整HTTP批次与结构payload,冻结旧队列原签名（包括旧service_key），避免升级后无法重试；不把旧行为迁移为新行为,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/legacy/v1/behavior.md,31cbead6881e9cebb8c101eb092b820c65fdeb4785b654ad394426aedfd4e228,contract-artifact,29,0,False,8624,旧v1冻结兼容：该合同包无法仅靠Schema表达的行为规则,说明幂等/权限/兼容/状态解释，避免accepted被当成新接口,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/legacy/v1/capabilities.schema.json,f9512576b342fc70ae87d3a5922609f80195ee1147327cc25d000633cacfd86b,contract-artifact,46,0,False,855,旧v1冻结兼容：v1/v2接收版本和资源限制,冻结旧队列原签名（包括旧service_key），避免升级后无法重试；不把旧行为迁移为新行为,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/legacy/v1/envelope.schema.json,4ff0546baf12780024ae69e80cc71cba02fc049c4f7e648602c3669a0df782a9,contract-artifact,94,0,False,1922,旧v1冻结兼容：先校验公共信封再逐记录返回错误的浅层结构,冻结旧队列原签名（包括旧service_key），避免升级后无法重试；不把旧行为迁移为新行为,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/legacy/v1/environment-page.schema.json,db0129fc66ed161c01a941ef7b2d68a6c74d875f25b40f25c11d7eb1ee398f2c,contract-artifact,50,0,False,1011,旧v1冻结兼容：项目环境分页,冻结旧队列原签名（包括旧service_key），避免升级后无法重试；不把旧行为迁移为新行为,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/legacy/v1/environment-write.schema.json,c700bdc5f958331dd3f790c50f9e764c95e68a8079be79fa9bf2a6ebbfd88fd5,contract-artifact,16,0,False,326,旧v1冻结兼容：新建/改名环境的名称请求,冻结旧队列原签名（包括旧service_key），避免升级后无法重试；不把旧行为迁移为新行为,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/legacy/v1/environment.schema.json,727efa9ae90a228f91713e03a7fc1d48d1daf80fd10039dee00ffe1c7ba8ea34,contract-artifact,21,0,False,402,旧v1冻结兼容：项目环境ID与名称,冻结旧队列原签名（包括旧service_key），避免升级后无法重试；不把旧行为迁移为新行为,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/legacy/v1/fixtures/http-batch.json,a019f2b1132830b4be069f7ea48178bb3934789bbe5b0b8367d4cea9a45eec90,contract-artifact,74,0,False,1939,旧v1冻结兼容：该协议版本的合法HTTP采集样例,跨仓库联调用稳定样例验证，不用真实密钥/业务载荷,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/legacy/v1/manifest.json,5c3a04e22202f7fcff91ff50db3357ddd2601a26aec612b892b57bbe34a72548,contract-artifact,21,0,False,1111,旧v1冻结兼容：该合同包的版本和文件SHA清单,让跨仓库同步能检测错版/漏同步/改内容不升版,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/legacy/v1/receipt.schema.json,10d0b499a56b8f5c87d8c0de76250bdc558cd9eb07d26e9aa7f37416662c11ef,contract-artifact,113,0,False,2369,旧v1冻结兼容：v1/v2逐记录accepted/ignored/rejected收讫结果,冻结旧队列原签名（包括旧service_key），避免升级后无法重试；不把旧行为迁移为新行为,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/legacy/v1/types.generated.ts,cfdb29071f63daf54c197859c4b13edf85d33bd761f2f3d1703b3db726e9649d,contract-artifact,11,0,False,2228,旧v1冻结兼容：该合同包的TypeScript类型,由Schema自动生成，插件/前端复制同版类型；静态类型不替代运行时校验,兼容保留：不是第二套新功能；确认旧队列耗尽且退役后才能清理
contracts/ingestion/manifest.json,63fa6b89a69f945254c0373b1bfc756a8c5eb277652bdb14c5c78206be166b52,contract-artifact,32,0,False,2283,该合同包的版本和文件SHA清单,让跨仓库同步能检测错版/漏同步/改内容不升版,保留：合同治理必要的机器清单
contracts/ingestion/receipt.schema.json,88457eb68e13148909a75d980a0a2e1e49d0031f1ebe18b8f20b8b96b6ca22fc,contract-artifact,113,0,False,2369,v1/v2逐记录accepted/ignored/rejected收讫结果,Schema作为权威源维护；为v1/v2逐记录accepted/ignored/rejected收讫结果提供运行时类型校验，前后端不靠手写猜字段,保留权威Schema：不能笼统算作生成代码
contracts/ingestion/types.generated.ts,9530b5abb9d7698b69c4b53b56445183c08a49d95fdde1112351393b15e525c9,contract-artifact,11,0,False,2210,该合同包的TypeScript类型,由Schema自动生成，插件/前端复制同版类型；静态类型不替代运行时校验,保留分发物：只改源合同后重生成
contracts/maintenance/activation.schema.json,6faaf6a0bbf5c99df16c5ba9e45e4a7c7c444b41b9c951fcda5d9d641e8b1354,contract-artifact,41,0,False,698,统一目录/语义发布回执与版本代次,从Rust DTO生成；为统一目录/语义发布回执与版本代次提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/behavior.md,e502cdb9f2164c803172cfc36c952b36eefd7fb411c7ac2d71bc2e79a502bb17,contract-artifact,17,0,False,4911,该合同包无法仅靠Schema表达的行为规则,说明幂等/权限/兼容/状态解释，避免accepted被当成新接口,保留：人工维护的协议语义
contracts/maintenance/candidate.schema.json,669efc97204876dc58279228dc97438e290f6dc863a57404bd10a467b331e1cd,contract-artifact,875,0,False,19295,目录与语义物化结果、变更计划和覆盖校验,从Rust DTO生成；为目录与语义物化结果、变更计划和覆盖校验提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/checkpoints.schema.json,480e2aeb70c5ae22b5c692bc02bc660095acebcaa4ff05c76c0ee5bb284dd41d,contract-artifact,166,0,False,3207,分阶段审阅/回读检查点分页,从Rust DTO生成；为分阶段审阅/回读检查点分页提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
